"Date","Source","Site ID","POC","Daily Mean Pb Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/01/2017","AQS","390350038","1","0.007","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/07/2017","AQS","390350038","1","0.006","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/13/2017","AQS","390350038","1","0.005","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/19/2017","AQS","390350038","1","0.007","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/25/2017","AQS","390350038","1","0.011","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/31/2017","AQS","390350038","1","0.005","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/06/2017","AQS","390350038","1","0.016","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/12/2017","AQS","390350038","1","0.007","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/18/2017","AQS","390350038","1","0.007","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"02/24/2017","AQS","390350038","1","0.025","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"03/02/2017","AQS","390350038","1","0.002","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"03/08/2017","AQS","390350038","1","0.005","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"03/14/2017","AQS","390350038","1","0.003","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"03/20/2017","AQS","390350038","1","0.02","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"03/26/2017","AQS","390350038","1","0.014","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/01/2017","AQS","390350038","1","0.003","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/07/2017","AQS","390350038","1","0.002","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/13/2017","AQS","390350038","1","0.022","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/19/2017","AQS","390350038","1","0.009","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"04/25/2017","AQS","390350038","1","0.007","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/01/2017","AQS","390350038","1","0.008","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/07/2017","AQS","390350038","1","0.002","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/13/2017","AQS","390350038","1","0.008","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/19/2017","AQS","390350038","1","0.006","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/25/2017","AQS","390350038","1","0.003","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"05/31/2017","AQS","390350038","1","0.011","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/06/2017","AQS","390350038","1","0.004","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/12/2017","AQS","390350038","1","0.007","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/18/2017","AQS","390350038","1","0.008","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/24/2017","AQS","390350038","1","0.004","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"06/30/2017","AQS","390350038","1","0.009","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/06/2017","AQS","390350038","1","0.026","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/12/2017","AQS","390350038","1","0.005","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/18/2017","AQS","390350038","1","0.017","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/24/2017","AQS","390350038","1","0.005","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"07/30/2017","AQS","390350038","1","0.006","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/05/2017","AQS","390350038","1","0.004","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/11/2017","AQS","390350038","1","0.013","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/17/2017","AQS","390350038","1","0.021","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/23/2017","AQS","390350038","1","0.006","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"08/29/2017","AQS","390350038","1","0.009","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/04/2017","AQS","390350038","1","0.008","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/10/2017","AQS","390350038","1","0.008","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/16/2017","AQS","390350038","1","0.026","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/22/2017","AQS","390350038","1","0.034","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"09/28/2017","AQS","390350038","1","0.007","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/04/2017","AQS","390350038","1","0.017","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/10/2017","AQS","390350038","1","0.02","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/16/2017","AQS","390350038","1","0.012","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/22/2017","AQS","390350038","1","0.014","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"10/28/2017","AQS","390350038","1","0.004","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"11/03/2017","AQS","390350038","1","0.002","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"11/09/2017","AQS","390350038","1","0.026","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"11/15/2017","AQS","390350038","1","0.029","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"11/21/2017","AQS","390350038","1","0.005","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"11/27/2017","AQS","390350038","1","0.011","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"12/03/2017","AQS","390350038","1","0.013","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"12/09/2017","AQS","390350038","1","0.01","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"12/15/2017","AQS","390350038","1","0.007","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"12/21/2017","AQS","390350038","1","0.008","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"12/27/2017","AQS","390350038","1","0.002","ug/m3 LC",".","St Theodosius","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.477011","-81.682383"
"01/01/2017","AQS","390350042","1","0.006","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"01/07/2017","AQS","390350042","1","0.007","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"01/13/2017","AQS","390350042","1","0.005","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"01/19/2017","AQS","390350042","1","0.011","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"01/25/2017","AQS","390350042","1","0.005","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"01/31/2017","AQS","390350042","1","0.004","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"02/06/2017","AQS","390350042","1","0.008","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"02/12/2017","AQS","390350042","1","0.006","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"02/18/2017","AQS","390350042","1","0.013","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"02/24/2017","AQS","390350042","1","0.013","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"03/02/2017","AQS","390350042","1","0.005","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"03/08/2017","AQS","390350042","1","0.007","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"03/14/2017","AQS","390350042","1","0.004","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"03/20/2017","AQS","390350042","1","0.009","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"03/26/2017","AQS","390350042","1","0.01","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"04/01/2017","AQS","390350042","1","0.005","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"04/07/2017","AQS","390350042","1","0.003","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"04/13/2017","AQS","390350042","1","0.013","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"04/19/2017","AQS","390350042","1","0.013","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"04/25/2017","AQS","390350042","1","0.011","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"05/01/2017","AQS","390350042","1","0.004","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"05/07/2017","AQS","390350042","1","0.002","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"05/13/2017","AQS","390350042","1","0.005","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"05/19/2017","AQS","390350042","1","0.005","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"05/25/2017","AQS","390350042","1","0.003","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"05/31/2017","AQS","390350042","1","0.014","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"06/06/2017","AQS","390350042","1","0.009","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"06/12/2017","AQS","390350042","1","0.01","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"06/18/2017","AQS","390350042","1","0.009","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"06/24/2017","AQS","390350042","1","0.005","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"07/06/2017","AQS","390350042","1","0.012","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"07/12/2017","AQS","390350042","1","0.005","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"07/18/2017","AQS","390350042","1","0.015","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"07/24/2017","AQS","390350042","1","0.005","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"07/30/2017","AQS","390350042","1","0.023","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"08/05/2017","AQS","390350042","1","0.007","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"08/11/2017","AQS","390350042","1","0.009","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"08/17/2017","AQS","390350042","1","0.017","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"08/23/2017","AQS","390350042","1","0.006","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"08/29/2017","AQS","390350042","1","0.015","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"09/04/2017","AQS","390350042","1","0.012","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"09/16/2017","AQS","390350042","1","0.019","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"09/22/2017","AQS","390350042","1","0.022","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"09/28/2017","AQS","390350042","1","0.005","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"10/04/2017","AQS","390350042","1","0.026","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"10/10/2017","AQS","390350042","1","0.009","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"10/16/2017","AQS","390350042","1","0.009","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"10/22/2017","AQS","390350042","1","0.013","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"10/28/2017","AQS","390350042","1","0.007","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"11/03/2017","AQS","390350042","1","0.003","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"11/09/2017","AQS","390350042","1","0.014","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
"11/15/2017","AQS","390350042","1","0.013","ug/m3 LC",".","Cleveland Fire St4","1","100.0000","14129","Lead (TSP) LC","17460","Cleveland-Elyria, OH","39","Ohio","035","Cuyahoga","41.4823","-81.708906"
