,high_temp,low_temp,co_max,co_aqi_val,no2_max,no2_aqi_val,ozone_max,ozone_aqi_val,pm10_mean,pm10_aqi_val,pm2.5_mean,pm2.5_aqi_val,so2_max,so2_aqi_val,cumulitive_aqi,pct_change_aqi,average_daily_temp,month,weekday
2017-09-01,71,56,0.3,3.0,13.0,12.0,0.028,26.0,10.0,9.0,1.8,8.0,0.0,0.0,26.0,-0.2571428571428571,63.5,9,4
2017-09-02,66,59,0.2,2.0,10.0,9.0,0.026,24.0,13.0,12.0,1.5,6.0,0.0,0.0,24.0,-0.07692307692307687,62.5,9,5
2017-09-03,78,61,0.4,5.0,24.0,23.0,0.042,39.0,18.0,17.0,9.3,39.0,1.0,1.0,39.0,0.625,69.5,9,6
2017-09-04,88,62,0.4,5.0,7.0,7.0,0.047,44.0,27.0,25.0,9.3,39.0,1.0,1.0,44.0,0.1282051282051282,75.0,9,0
2017-09-05,78,57,,,15.0,14.0,0.037,34.0,13.0,12.0,6.0,25.0,0.0,0.0,34.0,-0.2272727272727273,67.5,9,1
2017-09-06,69,52,0.3,3.0,19.0,18.0,0.026,24.0,14.0,13.0,4.9,20.0,0.0,0.0,24.0,-0.2941176470588235,60.5,9,2
2017-09-07,70,50,0.3,3.0,11.0,10.0,0.02,19.0,8.0,7.0,2.9,12.0,0.0,0.0,19.0,-0.20833333333333337,60.0,9,3
2017-09-08,69,53,0.3,3.0,19.0,18.0,0.031,29.0,8.0,7.0,2.1,9.0,0.0,0.0,29.0,0.5263157894736843,61.0,9,4
2017-09-09,69,50,0.3,3.0,19.0,18.0,0.028,26.0,14.0,13.0,4.1,17.0,0.0,0.0,26.0,-0.10344827586206895,59.5,9,5
2017-09-10,72,45,0.4,5.0,23.0,22.0,0.027,25.0,17.0,16.0,5.9,25.0,3.0,4.0,25.0,-0.038461538461538436,58.5,9,6
2017-09-11,77,50,0.4,5.0,26.0,25.0,0.029,27.0,34.0,31.0,9.5,40.0,6.0,9.0,40.0,0.6000000000000001,63.5,9,0
2017-09-12,77,53,0.4,5.0,26.0,25.0,0.032,30.0,26.0,24.0,4.9,20.0,2.0,3.0,30.0,-0.25,65.0,9,1
2017-09-13,83,64,0.5,6.0,24.0,23.0,0.028,26.0,40.0,37.0,6.6,28.0,4.0,6.0,37.0,0.2333333333333334,73.5,9,2
2017-09-14,75,61,0.3,3.0,24.0,23.0,0.021,19.0,18.0,17.0,3.6,15.0,2.0,3.0,23.0,-0.3783783783783784,68.0,9,3
2017-09-15,81,56,0.5,6.0,37.0,35.0,0.032,30.0,45.0,42.0,10.8,45.0,2.0,3.0,45.0,0.9565217391304348,68.5,9,4
2017-09-16,81,60,0.6,7.0,25.0,24.0,0.041,38.0,36.0,33.0,20.8,69.0,13.0,19.0,69.0,0.5333333333333334,70.5,9,5
2017-09-17,85,63,0.5,6.0,26.0,25.0,0.045,42.0,32.0,30.0,16.7,61.0,7.0,10.0,61.0,-0.1159420289855072,74.0,9,6
2017-09-18,88,62,0.6,7.0,28.0,26.0,0.041,38.0,51.0,47.0,15.1,57.0,10.0,14.0,57.0,-0.06557377049180324,75.0,9,0
2017-09-19,83,66,0.6,7.0,36.0,34.0,0.027,25.0,67.0,57.0,18.3,64.0,6.0,9.0,64.0,0.12280701754385959,74.5,9,1
2017-09-20,88,68,0.8,9.0,35.0,33.0,0.041,38.0,44.0,41.0,13.0,53.0,6.0,9.0,53.0,-0.171875,78.0,9,2
2017-09-21,92,64,0.6,7.0,44.0,42.0,0.042,39.0,59.0,53.0,17.3,62.0,15.0,21.0,62.0,0.16981132075471694,78.0,9,3
2017-09-22,92,64,0.4,5.0,37.0,35.0,0.039,36.0,57.0,52.0,11.7,49.0,19.0,27.0,52.0,-0.16129032258064513,78.0,9,4
2017-09-23,91,62,0.7,8.0,41.0,39.0,0.05,46.0,53.0,49.0,13.0,53.0,18.0,26.0,53.0,0.019230769230769162,76.5,9,5
2017-09-24,93,64,0.8,9.0,40.0,38.0,0.054,50.0,46.0,43.0,19.5,67.0,12.0,17.0,67.0,0.26415094339622636,78.5,9,6
2017-09-25,94,69,0.4,5.0,46.0,43.0,0.053,49.0,52.0,48.0,17.8,63.0,6.0,9.0,63.0,-0.05970149253731338,81.5,9,0
2017-09-26,92,68,0.4,5.0,50.0,47.0,0.051,47.0,58.0,52.0,16.1,59.0,36.0,51.0,59.0,-0.06349206349206349,80.0,9,1
2017-09-27,86,65,0.4,5.0,46.0,43.0,0.046,43.0,48.0,44.0,16.1,59.0,108.0,115.0,115.0,0.9491525423728813,75.5,9,2
2017-09-28,69,51,0.2,2.0,22.0,21.0,0.034,31.0,10.0,9.0,0.9,4.0,1.0,1.0,31.0,-0.7304347826086957,60.0,9,3
2017-09-29,72,47,0.4,5.0,28.0,26.0,0.036,33.0,37.0,34.0,5.8,24.0,5.0,7.0,34.0,0.09677419354838701,59.5,9,4
2017-09-30,63,46,0.2,2.0,13.0,12.0,0.031,29.0,9.0,8.0,0.6,3.0,0.0,0.0,29.0,-0.1470588235294118,54.5,9,5
2017-10-01,72,39,0.4,5.0,35.0,33.0,0.035,32.0,19.0,18.0,6.5,27.0,33.0,47.0,47.0,0.6206896551724137,55.5,10,6
2017-10-02,80,47,,,39.0,37.0,0.037,34.0,64.0,55.0,10.6,44.0,58.0,79.0,79.0,0.6808510638297873,63.5,10,0
2017-10-03,85,51,0.4,5.0,36.0,34.0,0.041,38.0,60.0,53.0,11.0,46.0,40.0,56.0,56.0,-0.2911392405063291,68.0,10,1
2017-10-04,84,68,0.4,5.0,40.0,38.0,0.035,32.0,56.0,51.0,9.5,40.0,69.0,92.0,92.0,0.6428571428571428,76.0,10,2
2017-10-05,75,61,0.3,3.0,23.0,22.0,0.027,25.0,17.0,16.0,5.7,24.0,0.0,0.0,25.0,-0.7282608695652174,68.0,10,3
2017-10-06,70,65,0.3,3.0,26.0,25.0,0.021,19.0,24.0,22.0,14.7,56.0,1.0,1.0,56.0,1.2400000000000002,67.5,10,4
2017-10-07,84,66,0.3,3.0,16.0,15.0,0.039,36.0,25.0,23.0,11.1,46.0,5.0,7.0,46.0,-0.1785714285714286,75.0,10,5
2017-10-08,74,65,0.3,3.0,8.0,8.0,0.027,25.0,9.0,8.0,2.0,8.0,0.0,0.0,25.0,-0.4565217391304348,69.5,10,6
2017-10-09,71,63,0.4,5.0,26.0,25.0,0.021,19.0,16.0,15.0,8.1,34.0,0.0,0.0,34.0,0.3600000000000001,67.0,10,0
2017-10-10,78,57,0.7,8.0,,,0.032,30.0,44.0,41.0,22.4,73.0,1.0,1.0,73.0,1.1470588235294117,67.5,10,1
2017-10-11,67,60,0.4,5.0,22.0,21.0,0.012,11.0,13.0,12.0,7.5,31.0,0.0,0.0,31.0,-0.5753424657534247,63.5,10,2
2017-10-12,70,58,0.4,5.0,16.0,15.0,0.013,12.0,18.0,17.0,6.1,25.0,0.0,0.0,25.0,-0.19354838709677424,64.0,10,3
2017-10-13,75,57,0.5,6.0,34.0,32.0,0.028,26.0,28.0,26.0,8.5,35.0,3.0,4.0,35.0,0.3999999999999999,66.0,10,4
2017-10-14,80,54,0.5,6.0,24.0,23.0,0.044,41.0,38.0,35.0,20.0,68.0,7.0,10.0,68.0,0.9428571428571428,67.0,10,5
2017-10-15,79,53,0.3,3.0,3.0,3.0,0.031,29.0,15.0,14.0,3.9,16.0,0.0,0.0,29.0,-0.5735294117647058,66.0,10,6
2017-10-16,57,41,,,28.0,26.0,0.029,27.0,14.0,13.0,2.7,11.0,9.0,13.0,27.0,-0.06896551724137934,49.0,10,0
2017-10-17,67,40,0.4,5.0,29.0,27.0,0.036,33.0,28.0,26.0,6.9,29.0,5.0,7.0,33.0,0.22222222222222232,53.5,10,1
2017-10-18,70,47,0.7,8.0,36.0,34.0,0.037,34.0,49.0,45.0,10.0,42.0,10.0,14.0,45.0,0.36363636363636354,58.5,10,2
2017-10-19,74,49,0.3,3.0,35.0,33.0,0.045,42.0,38.0,35.0,8.7,36.0,3.0,4.0,42.0,-0.06666666666666665,61.5,10,3
2017-10-20,75,44,0.6,7.0,43.0,41.0,0.032,30.0,63.0,55.0,14.3,56.0,40.0,56.0,56.0,0.33333333333333326,59.5,10,4
2017-10-21,76,47,0.4,5.0,33.0,31.0,0.043,40.0,38.0,35.0,13.7,54.0,17.0,24.0,54.0,-0.0357142857142857,61.5,10,5
2017-10-22,79,52,0.4,5.0,19.0,18.0,0.043,40.0,31.0,29.0,13.3,54.0,19.0,27.0,54.0,0.0,65.5,10,6
2017-10-23,68,58,0.3,3.0,29.0,27.0,0.032,30.0,36.0,33.0,8.1,34.0,12.0,17.0,34.0,-0.37037037037037035,63.0,10,0
2017-10-24,58,46,0.2,2.0,,,0.03,28.0,11.0,10.0,2.4,10.0,1.0,1.0,28.0,-0.17647058823529416,52.0,10,1
2017-10-25,53,44,0.2,2.0,,,0.025,23.0,10.0,9.0,1.3,5.0,0.0,0.0,23.0,-0.1785714285714286,48.5,10,2
2017-10-26,56,39,0.4,5.0,32.0,30.0,0.03,28.0,16.0,15.0,5.4,23.0,13.0,19.0,30.0,0.30434782608695654,47.5,10,3
2017-10-27,69,44,0.4,5.0,25.0,24.0,0.038,35.0,28.0,26.0,6.2,26.0,11.0,16.0,35.0,0.16666666666666674,56.5,10,4
2017-10-28,44,37,0.2,2.0,9.0,8.0,0.019,18.0,5.0,5.0,1.7,7.0,0.0,0.0,18.0,-0.48571428571428577,40.5,10,5
2017-10-29,46,35,0.2,2.0,15.0,14.0,0.027,25.0,5.0,5.0,2.0,8.0,1.0,1.0,25.0,0.38888888888888884,40.5,10,6
2017-10-30,45,36,0.2,2.0,14.0,13.0,0.021,19.0,10.0,9.0,3.2,13.0,0.0,0.0,19.0,-0.24,40.5,10,0
2017-10-31,45,33,,,25.0,24.0,0.024,22.0,16.0,15.0,1.7,7.0,1.0,1.0,24.0,0.26315789473684204,39.0,10,1
2017-11-01,53,35,,,25.0,24.0,0.022,20.0,29.0,27.0,9.6,40.0,2.0,3.0,40.0,0.6666666666666667,44.0,11,2
2017-11-02,67,53,0.5,6.0,23.0,22.0,0.029,27.0,24.0,22.0,8.4,35.0,3.0,4.0,35.0,-0.125,60.0,11,3
2017-11-03,67,43,0.3,3.0,15.0,14.0,0.024,22.0,11.0,10.0,2.8,12.0,0.0,0.0,22.0,-0.37142857142857144,55.0,11,4
2017-11-04,62,39,0.3,3.0,19.0,18.0,0.017,16.0,15.0,14.0,3.9,16.0,1.0,1.0,18.0,-0.18181818181818177,50.5,11,5
2017-11-05,68,58,0.3,3.0,11.0,10.0,0.02,19.0,15.0,14.0,4.8,20.0,0.0,0.0,20.0,0.11111111111111116,63.0,11,6
2017-11-06,61,43,0.2,2.0,11.0,10.0,0.023,21.0,7.0,6.0,1.3,5.0,0.0,0.0,21.0,0.050000000000000044,52.0,11,0
2017-11-07,49,41,0.3,3.0,14.0,13.0,0.024,22.0,11.0,10.0,2.2,9.0,0.0,0.0,22.0,0.04761904761904767,45.0,11,1
2017-11-08,51,32,0.5,6.0,34.0,32.0,,,29.0,27.0,8.3,35.0,10.0,14.0,35.0,0.5909090909090908,41.5,11,2
2017-11-09,53,29,0.7,8.0,30.0,28.0,,,43.0,40.0,20.1,68.0,10.0,14.0,68.0,0.9428571428571428,41.0,11,3
2017-11-10,35,23,0.2,2.0,,,0.031,29.0,8.0,7.0,0.9,4.0,0.0,0.0,29.0,-0.5735294117647058,29.0,11,4
2017-11-11,38,20,0.4,5.0,30.0,28.0,0.029,27.0,15.0,14.0,6.3,26.0,26.0,37.0,37.0,0.27586206896551735,29.0,11,5
2017-11-12,47,27,0.5,6.0,35.0,33.0,0.018,17.0,27.0,25.0,,,8.0,11.0,33.0,-0.10810810810810811,37.0,11,6
2017-11-13,44,39,,,32.0,30.0,0.024,22.0,18.0,17.0,,,1.0,1.0,30.0,-0.09090909090909094,41.5,11,0
2017-11-14,50,33,0.4,5.0,32.0,30.0,0.017,16.0,22.0,20.0,16.6,60.0,2.0,3.0,60.0,1.0,41.5,11,1
2017-11-15,49,32,0.4,5.0,27.0,25.0,0.015,14.0,38.0,35.0,17.1,62.0,5.0,7.0,62.0,0.03333333333333344,40.5,11,2
2017-11-16,49,39,0.2,2.0,11.0,10.0,0.023,21.0,7.0,6.0,2.8,12.0,0.0,0.0,21.0,-0.6612903225806452,44.0,11,3
2017-11-17,47,38,0.3,3.0,12.0,11.0,0.021,19.0,18.0,17.0,3.8,16.0,3.0,4.0,19.0,-0.09523809523809523,42.5,11,4
2017-11-18,57,37,0.5,6.0,18.0,17.0,0.023,21.0,15.0,14.0,7.3,30.0,0.0,0.0,30.0,0.5789473684210527,47.0,11,5
2017-11-19,41,32,0.3,3.0,3.0,3.0,,,6.0,6.0,0.6,3.0,0.0,0.0,6.0,-0.8,36.5,11,6
2017-11-20,47,29,,,16.0,15.0,0.028,26.0,13.0,12.0,5.4,23.0,1.0,1.0,26.0,3.333333333333333,38.0,11,0
2017-11-21,56,37,0.4,5.0,16.0,15.0,0.031,29.0,19.0,18.0,4.6,19.0,1.0,1.0,29.0,0.11538461538461542,46.5,11,1
2017-11-22,39,30,0.2,2.0,22.0,21.0,0.026,24.0,9.0,8.0,1.7,7.0,0.0,0.0,24.0,-0.1724137931034483,34.5,11,2
2017-11-23,40,26,0.2,2.0,17.0,16.0,0.028,26.0,8.0,7.0,6.1,25.0,0.0,0.0,26.0,0.08333333333333326,33.0,11,3
2017-11-24,54,33,0.4,5.0,20.0,19.0,0.031,29.0,27.0,25.0,9.9,41.0,9.0,13.0,41.0,0.5769230769230769,43.5,11,4
2017-11-25,53,41,0.3,3.0,10.0,9.0,0.031,29.0,12.0,11.0,3.1,13.0,0.0,0.0,29.0,-0.29268292682926833,47.0,11,5
2017-11-26,43,32,0.2,2.0,11.0,10.0,0.035,32.0,6.0,6.0,1.3,5.0,0.0,0.0,32.0,0.10344827586206895,37.5,11,6
2017-11-28,66,47,,,,,0.038,35.0,,,,,,,35.0,0.09375,56.5,11,1
2017-11-29,59,34,0.2,2.0,19.0,18.0,0.024,22.0,15.0,14.0,3.0,13.0,1.0,1.0,22.0,-0.37142857142857144,46.5,11,2
2017-11-30,55,34,0.3,3.0,35.0,33.0,0.021,19.0,31.0,29.0,11.0,46.0,10.0,14.0,46.0,1.0909090909090908,44.5,11,3
2017-12-01,48,29,0.7,8.0,39.0,37.0,0.021,19.0,29.0,27.0,10.6,44.0,1.0,1.0,44.0,-0.04347826086956519,38.5,12,4
2017-12-02,50,27,0.8,9.0,36.0,34.0,0.013,12.0,38.0,35.0,23.6,75.0,7.0,10.0,75.0,0.7045454545454546,38.5,12,5
2017-12-03,55,30,0.7,8.0,39.0,37.0,0.015,14.0,37.0,34.0,34.3,98.0,7.0,10.0,98.0,0.30666666666666664,42.5,12,6
2017-12-04,59,32,,,34.0,32.0,0.034,31.0,68.0,57.0,18.4,64.0,17.0,24.0,64.0,-0.34693877551020413,45.5,12,0
2017-12-05,57,32,0.3,3.0,,,0.027,25.0,14.0,13.0,5.3,22.0,1.0,1.0,25.0,-0.609375,44.5,12,1
2017-12-06,42,28,0.2,2.0,11.0,10.0,0.024,22.0,10.0,9.0,1.3,5.0,0.0,0.0,22.0,-0.12,35.0,12,2
2017-12-07,35,25,0.2,2.0,21.0,20.0,0.022,20.0,16.0,15.0,4.7,20.0,0.0,0.0,20.0,-0.09090909090909094,30.0,12,3
2017-12-08,33,20,0.3,3.0,16.0,15.0,0.026,24.0,13.0,12.0,3.5,15.0,0.0,0.0,24.0,0.19999999999999996,26.5,12,4
2017-12-09,34,20,0.4,5.0,23.0,22.0,0.023,21.0,19.0,18.0,9.1,38.0,5.0,7.0,38.0,0.5833333333333333,27.0,12,5
2017-12-10,31,25,0.3,3.0,13.0,12.0,0.024,22.0,13.0,12.0,,,0.0,0.0,22.0,-0.42105263157894735,28.0,12,6
2017-12-11,35,29,0.3,3.0,22.0,21.0,0.02,19.0,18.0,17.0,,,1.0,1.0,21.0,-0.045454545454545414,32.0,12,0
2017-12-12,35,18,0.4,5.0,15.0,14.0,0.035,32.0,15.0,14.0,3.5,15.0,0.0,0.0,32.0,0.5238095238095237,26.5,12,1
2017-12-13,25,17,0.3,3.0,17.0,16.0,0.024,22.0,13.0,12.0,3.5,15.0,0.0,0.0,22.0,-0.3125,21.0,12,2
2017-12-14,28,10,0.3,3.0,27.0,25.0,0.03,28.0,11.0,10.0,4.7,20.0,0.0,0.0,28.0,0.2727272727272727,19.0,12,3
2017-12-15,28,6,0.6,7.0,20.0,19.0,0.022,20.0,22.0,20.0,13.3,54.0,3.0,4.0,54.0,0.9285714285714286,17.0,12,4
2017-12-16,41,27,0.5,6.0,29.0,27.0,0.021,19.0,16.0,15.0,8.8,37.0,1.0,1.0,37.0,-0.31481481481481477,34.0,12,5
2017-12-17,39,23,0.7,8.0,31.0,29.0,0.014,13.0,24.0,22.0,25.1,78.0,2.0,3.0,78.0,1.108108108108108,31.0,12,6
2017-12-18,45,38,0.3,3.0,16.0,15.0,0.02,19.0,12.0,11.0,10.9,45.0,0.0,0.0,45.0,-0.42307692307692313,41.5,12,0
2017-12-19,52,37,0.2,2.0,12.0,11.0,0.024,22.0,17.0,16.0,10.8,45.0,0.0,0.0,45.0,0.0,44.5,12,1
2017-12-20,40,26,0.3,3.0,36.0,34.0,0.029,27.0,23.0,21.0,2.8,12.0,0.0,0.0,34.0,-0.24444444444444446,33.0,12,2
2017-12-21,39,30,0.3,3.0,27.0,25.0,0.016,15.0,19.0,18.0,3.3,14.0,0.0,0.0,25.0,-0.2647058823529411,34.5,12,3
2017-12-22,43,37,0.5,6.0,27.0,25.0,0.009,8.0,20.0,19.0,14.4,56.0,1.0,1.0,56.0,1.2400000000000002,40.0,12,4
2017-12-23,39,29,0.5,6.0,18.0,17.0,0.022,20.0,6.0,6.0,7.6,32.0,0.0,0.0,32.0,-0.4285714285714286,34.0,12,5
2017-12-24,33,27,0.3,3.0,28.0,26.0,0.025,23.0,9.0,8.0,12.4,52.0,0.0,0.0,52.0,0.625,30.0,12,6
2017-12-25,28,13,0.3,3.0,8.0,8.0,0.032,30.0,11.0,10.0,4.7,20.0,0.0,0.0,30.0,-0.42307692307692313,20.5,12,0
2017-12-26,15,9,0.2,2.0,13.0,12.0,0.03,28.0,14.0,13.0,6.6,28.0,0.0,0.0,28.0,-0.06666666666666665,12.0,12,1
2017-12-27,13,4,0.3,3.0,29.0,27.0,0.025,23.0,10.0,9.0,12.1,51.0,1.0,1.0,51.0,0.8214285714285714,8.5,12,2
2017-12-28,18,7,0.3,3.0,31.0,29.0,0.019,18.0,15.0,14.0,11.9,50.0,2.0,3.0,50.0,-0.019607843137254943,12.5,12,3
2017-12-29,19,14,0.3,3.0,19.0,18.0,0.022,20.0,14.0,13.0,15.8,59.0,1.0,1.0,59.0,0.17999999999999994,16.5,12,4
2017-12-30,18,14,0.2,2.0,16.0,15.0,0.032,30.0,8.0,7.0,10.3,43.0,0.0,0.0,43.0,-0.27118644067796616,16.0,12,5
2017-12-31,19,3,0.3,3.0,27.0,25.0,,,12.0,11.0,4.4,18.0,1.0,1.0,25.0,-0.41860465116279066,11.0,12,6
